error_type,target,predicted
overgeneration,"Only a born fool forms a theory on the basis of two scraps of evidence without applying the known facts to that theory and finding out how it wears."" ""And you think your theory stands the test?"" ""Beautifully."" ""What chance would you give your theory in a court of law?"" ""About as much chance as a very small icicle in a burning fiery furnace,"" said Storm carefully--""depending, of course, on the precise grade of imbeciles you chose your jury from."" The Home Secretary conferred in an undertone with Smethurst.","Only a born fool forms a theory on the basis of two scraps of evidence without applying the known facts to that theory and finding out how it wears."" ""And you think your theory stands the test?"" ""Beautifully."" ""What chance would you give your theory in a court of law?"" ""Then you think your theory stands the test?"" ""Then you think your theory stands the test?"" ""Beautifully."" ""What chance would you give your theory in a burning fiery furnace,"" said Storm carefully--""depending, of course, on the precise grade of imbeciles you chose your jury from."" The home secretary conferred in an undertone with St."
overgeneration,"without question, you will be able to raise your theory to the standard of obviousness demanded by a jury of average imbeciles?"" ""It's possible."" ""And what about the crimes which may be committed by the Triangle while you are attempting to do this?"" ""They will be fewer than if you took the case out of my hands."" ""Then what are your immediate plans?"" ""I'm going to confirm my theory to my own satisfaction, and--by way of an impartial witness--to the satisfaction of Inspector Teal; and then I shall find the Triangle, and----"" ""And?"" ""He will die,"" said Storm simply.","Without question, you will be able to raise your theory to the standard of obviousness demanded by a jury of average imbeciles?"" ""It's possible."" ""And what about the crimes which may be committed by the Triangle while you are attempting to do this?"" ""They will be fewer than if you took the case out of my hands."" ""Then what are your immediate plans?"" ""I'm going to confirm my theory to my own satisfaction, and--by way of an impartial witness--to the satisfaction of Inspector Teal; and then I shall find the triangle, and----"" ""And?"" ""It's possible."" ""I'm going to die,"" said Storm simply."
overgeneration,"He saw little of Raegenssen that morning, for the Swede marched straight through the outer office without his customary ""Goot morning!"" to his clerk, and gave no instructions for the day's work.","He saw little of Raegenssen that morning, for the Swedish marched straight through the outer office without his customary ""Goot morning!"" to his clerk, and gave no instructions for the day's work."
overgeneration,"""Very well, _signor_."" From head to foot the man was stippled and plastered with mud, and the streaming perspiration had cut eccentric patterns in the mess.","""Everything well, _signor_."" From head to foot the man was stippled and plastered with mud, and the streaming perspiration had cut eccentric patterns in the mess."
overgeneration,"""Where are the others?"" asked Ezra.","""Where are the others?"" asked Eugene."
overgeneration,"In an hour they relieve those who are working now."" ""There is enough room for the earth?"" ""Barely, _signor_.","In an hour they relieve those who are working now."" ""There is enough room for the earth?"" ""Beautly, _signor_."
overgeneration,"""Vat ees?"" ""An urgent message.","""Vavat ees?"" ""A urgent message."
overgeneration,"""Hom from?"" ""The Chief."" ""I know no Cheef,"" said the man, and began to close the door again, but Susan already had her foot in the jamb.","""Hahom from?"" ""The chief."" ""I know no cheef,"" said the man, and began to close the door again, but Susan already had her foot in the jamb."
overgeneration,"""Vid hom do you vish to spik?"" he queried deferentially.","""Vivid Hom do you vish to spik?"" he queried deferentially."
overgeneration,"Even if he was there, however, she had her plan mapped out by this time, and she knew her escape was certain--which it assuredly was not if Prester John were away and she went on with her attempt as she had planned.","Even if he was there, however, she had her plan mapped out by this time, and she knew her escape was certain--which it assuredly was not if Pregnancy John were away and she went on with her attempt as she had planned."
overgeneration,"""Somtimes I 'ave fear of 'is secrets.","""Ssomtimes I 'ave fear of 'is secrets."
overgeneration,Even zose 'oo work do not know vhy for eet ees mak'.,Even Zoose 'oo work do not know Vhy for eet ees Mak'.
overgeneration,"""Zat was 'ow zey zemselves called.","""Zzat was 'ow Zey Zemselves called."
overgeneration,"The driver of the police van and the man who sat beside him were thrown out and dangerously injured; the two armed men inside, half-stunned by the shock, were quickly overpowered by the ""navvies"" who swarmed from the lorry.","The driver of the police van and the man who sat beside him were thrown out and dangerously injured; the two armed men inside, half-stunned by the shock, were quickly overpowered by the ""Navavies"" who swarmed from the lorry."
overgeneration,"""Hullo--Terry?","""Curqueo--terry?"
overgeneration,"""What do we do about it, Chief?"" ""Give it back to Birdie and try to kid him you've decided it was innocent.","""What do we do about it, chief?"" ""Don't give it back to Birdie and try to kid him you've decided it was innocent."
overgeneration,"""But we want to know all about it--we're just buzzing with interest, in fact--and you look most like the man who's going to tell us."" ""I'm sorry about that."" ""What did Raegenssen do yesterday?"" ""Rotten weather, isn't it?"" said Mattock absently, and turned the papers on his desk.","""But we want to know all about it--we're just buzzing with interest, in fact--and you look most like the man who's going to tell us."" ""I'm sorry about that."" ""What did Raegenssen do yesterday?"" ""Frotten weather, isn't it?"" said Mattock absently, and turned the papers on his desk."
overgeneration,"Becos, if you ain't particulant, an' there 'appens to be a sardine opener on the presimes----"" ""Get on with it,"" said the detective testily, for he was not feeling humorous at the moment.","Becos, if you ain't particulant, an' there 'appens to be a Sardinien opener on the presimes----"" ""Get on with it,"" said the detective testily, for he was not feeling humorous at the moment."
overgeneration,"""How did he take it?"" ""Fivers.","""How did he take it?"" ""Financialrs."
overgeneration,"The second was Joseph Blaythwayt, manager of the City and Continental Bank, Lombard Street, who in his spare time aspires to sleuthship.","The second was Joseph Wrightwayt, manager of the city and continental bank, Columbus Street, who in his spare time aspires to sleuthship."
overgeneration,Violent crime isn't familiar to them yet.,Violence crime isn't familiar to them yet.
